#200 single particle positions at 6 different time steps
# nr. x(n) for n=1 10 50 100 500 1000 
#
0   -0.09530   -0.01441    0.27317    0.72515    5.07444    8.73351 
1   -0.07025   -0.07498   -0.05654   -0.72804    4.34032    8.63455 
2   -0.00394   -0.06392   -0.46850   -0.73250    3.60398    4.64316 
3    0.11914    0.42762    0.53015   -0.40295    4.54005   13.23289 
4    0.13731    0.18861    0.61359    1.98091    8.49498   11.91676 
5   -0.08948    0.45974    0.73078    1.20028    7.70684   10.98242 
6    0.04964    0.28118   -0.32848   -0.14147   -1.74452   -0.47033 
7   -0.02055    0.64141    0.94552    0.65652    4.33258    8.18319 
8    0.16022    0.08040    0.64292   -0.12681    3.09352    4.69902 
9   -0.06327    0.48275    2.01856    1.69830    6.92191   10.67320 
10   -0.11145    0.03848    0.28611    1.26672    6.76297   14.44102 
11   -0.02947   -0.09141    0.64739    2.55692    6.11730    8.43046 
12   -0.05614    0.58027    1.02662    0.77120    3.72152    8.22262 
13   -0.06165   -0.05114    0.57740    1.05869    6.64093   12.66855 
14   -0.01924    0.45259    0.18333   -0.25116    4.71199    8.70395 
15    0.11621    0.03637    0.84936    2.02353    6.17879    9.11919 
16   -0.03886   -0.16416    0.80367    1.02540    3.20693    6.60220 
17   -0.04064   -0.42983   -0.21524    0.29553    6.35712   11.88150 
18    0.11523   -0.15306    0.72783    1.13882    3.49729    9.69179 
19   -0.13393   -0.48432    0.03704    0.87678    7.26114   12.12510 
20   -0.07307   -0.22551    0.41956    0.68129    8.10451   12.72593 
21   -0.02840    0.17834    0.25043    1.13059    5.52265   12.60927 
22   -0.12665    0.35388    1.06056    2.23487   10.69195   20.24397 
23   -0.11245    0.19611    1.20699    1.15142    8.48140   10.37797 
24    0.01405   -0.08759    0.88582    1.06245    4.90181    6.79491 
25   -0.08219   -0.03121    0.63338    0.07182    5.75913    8.37115 
26   -0.10867   -0.10321   -0.26008   -0.12110    4.72164    6.61170 
27    0.10187    0.36618    1.23780    2.36685    7.18535   13.05838 
28    0.09277    0.30039    1.48572    1.91779    8.85898   14.47016 
29   -0.03175    0.36239    1.28200    2.47066    8.06801   11.58652 
30    0.04565    0.35193    0.15973    0.87968    4.81790    8.77245 
31   -0.13920   -0.09506    0.79124    0.25755    2.33500    7.83169 
32   -0.10287   -0.16945    0.34735    1.37888    5.10774   10.38984 
33    0.10984    0.33187   -0.20852   -0.85341    9.41726   16.74909 
34   -0.12771    0.09167    1.02550    1.55690    7.30421   17.25192 
35    0.10653    0.53119    0.43954    1.58620    2.72722    7.56817 
36   -0.12399    0.29536   -0.23537   -0.62055    1.66365    4.31753 
37    0.08398    0.35136    1.31439    1.69778    7.18705   13.54568 
38    0.15935    0.25810    0.93217    1.08231    2.05852    7.35425 
39    0.02146   -0.01730    0.01129   -0.14912    5.12506   11.73146 
40   -0.10823   -0.35157    0.14280    0.55816    5.42902   10.51209 
41   -0.05876    0.22515    0.61270    2.97342    6.89738   13.98053 
42   -0.09272    0.21105    1.09129    1.86215    6.22730   10.94392 
43   -0.14510   -0.12988    1.21152    1.37202    6.64802   15.24994 
44    0.10466   -0.10607   -0.00484   -0.88336    4.08610    7.49916 
45    0.05680    0.57143    1.73333    3.28904    6.34349    9.79054 
46   -0.04289    0.15119    0.53982    0.89188    5.66184   10.40572 
47   -0.08176   -0.28318    0.69220    1.15729    6.82473   15.05636 
48   -0.10322    0.30189    1.02385    1.24696    5.20563    7.42448 
49    0.04719   -0.18645    0.11539   -0.18057    2.33521    8.66539 
50   -0.02493    0.59737   -0.23097   -0.42921    4.58355    8.69382 
51    0.02211   -0.04197   -0.28087    0.59342    6.07280   12.63393 
52    0.00801    0.13065    0.05103    0.59972    4.20054    9.53048 
53   -0.12470   -0.53172    0.59130    0.33529    3.71371   10.79359 
54    0.05284    0.03418    1.25191    2.17041    5.67143    6.54909 
55   -0.07651    0.07930    0.65782    0.96502    6.44470   12.21817 
56    0.16653    0.38490    0.22008    1.43801    5.94737   11.56407 
57   -0.12564    0.79810    2.16298    2.33321    4.68802    9.41646 
58    0.14474    0.38542   -0.71418    0.02734    6.08257   10.07580 
59    0.05123    0.25197    0.65884    1.73153    5.98881   11.10602 
60   -0.14293   -0.83638   -1.43536   -0.79363    5.51066    8.81352 
61    0.07875   -0.24421    0.87979    0.95937    5.80099   11.91829 
62    0.11138    0.49897    0.68845    0.42916    5.61430   10.22164 
63   -0.09938   -0.17959    0.54680    0.27661    3.51388   10.10596 
64    0.04504   -0.12620    0.07000    1.30609    5.05642   10.07110 
