#200 single particle positions at 6 different time steps
# nr. x(n) for n=1 10 50 100 500 1000 
#
65    0.12018   -0.21596   -0.06504    1.26552    2.74110    9.24695 
66   -0.06624    0.00287    0.68707    1.24855    5.89842    8.88216 
67   -0.02665   -0.22645    0.32196    1.66323    6.82429   10.25679 
68    0.05656   -0.21118   -0.29643    0.64898    1.70753    3.41645 
69    0.09727    0.41385    1.17018    1.80864    2.76284    9.46890 
70   -0.01170    0.05700    0.08612   -0.44623    5.38200   12.42139 
71    0.06067    0.09122    0.80918   -0.00245    5.83876   11.10867 
72    0.08752    0.49718    0.65808    1.07301    8.03840   13.78352 
73   -0.01286    0.07537    1.20657    1.26278    3.25571    7.59631 
74   -0.04207    0.15852    0.76448    0.44026    4.62706    9.78771 
75    0.15938    0.39332    1.55290    2.97748    7.32346   10.84557 
76    0.01362    0.05098    0.99060    2.19390    8.08207   13.29909 
77    0.11346    0.48870    1.08637    0.97714    4.81882    9.86196 
78    0.13810   -0.12098    1.00174    2.41434    8.71674   14.19402 
79    0.15830    0.18128    1.50182    3.01112    6.29817   12.65017 
80   -0.03212    0.19522    1.12385    2.48315    7.49342   12.00213 
81    0.00066    0.02931    0.42174    0.71291    6.51197   13.22061 
82    0.10657    0.31489   -0.50003   -0.43085    2.84182   12.46503 
83   -0.06943    0.07697    0.81847    1.54241    6.59369   13.81977 
84    0.11144   -0.05309    0.52260   -0.32123    1.83620    5.72142 
85    0.12714    0.62292    0.88888    0.89405    3.95552    7.10310 
86    0.10534   -0.18287    0.32989    0.06119    5.51349    6.46136 
87    0.07813    0.18518    0.93032    1.25378    5.77587   13.53394 
88    0.05187    0.36199    0.17084   -0.00347    7.99433   14.64369 
89   -0.08726   -0.26229   -0.34239    0.18531    7.92167   12.09510 
90    0.04022    0.13138    0.26597    1.83994    6.84668   13.02871 
91   -0.06209   -0.25927   -0.11310    1.13740    3.45475    7.36869 
92    0.10171    0.27509    0.10783    1.16828    4.58458   11.29791 
93   -0.07317   -0.18431    0.91172    0.83222    7.49725   11.03381 
94    0.04923    0.44125    0.75115    0.96711    6.60018   15.74837 
95    0.03697    0.01301    0.06581    1.27974   10.08919   13.21118 
96   -0.09741    0.36266    2.42784    2.75236   10.05263   11.99902 
97    0.08992   -0.05226    0.91798    1.44243    6.23100   12.35991 
98   -0.09190   -0.09020   -0.07372   -0.49177    4.70112    9.60268 
99    0.16186   -0.11432    0.98571    1.49854    2.66992   11.45611 
100   -0.00618   -0.18992    0.80573    1.12294    5.47178    9.88679 
101   -0.13555    0.29490    0.14119    1.53950    6.00307   13.03800 
102   -0.03594   -0.22283    0.44867    0.99520    5.17151    9.96208 
103    0.14799    0.29996    1.00929    0.66122    7.20678   12.50051 
104   -0.08102    0.17181    0.53060    1.58502    3.15784    6.59411 
105   -0.04853    0.11485    0.20814    1.43832    6.20571    9.25321 
106   -0.09246    0.07726    1.08337    1.45798    3.63813    9.95633 
107    0.07243    0.06798    0.56945    2.06557    4.16524   10.90330 
108   -0.11311    0.40299    0.82320    2.39738    5.33763   11.76656 
109    0.11441   -0.03636   -0.12669    0.97672    3.49781    6.67949 
110   -0.10156    0.03309    0.98308    1.65395    7.18179   11.59133 
111    0.15593    0.86534    0.30706    1.91668    4.91617   13.39401 
112   -0.11481   -0.15334   -0.58825   -0.87972    1.74473    9.49404 
113    0.08935    0.11679    0.30585    1.33384    7.37530   11.89902 
114   -0.04582   -0.16135    0.33016    0.75823    5.43971    9.66184 
115   -0.06981    0.40718   -0.27987    0.54601    4.86095   12.86403 
116    0.14244    0.59478    0.70283    1.95786    8.67366   12.47327 
117    0.16387    0.41266    0.18203    1.45986    6.07121    9.18141 
118   -0.02318    0.37062    1.29068    1.50598    6.92551    9.40622 
119    0.16126    0.33619    0.19840    1.87406    6.90675   14.31675 
120   -0.08591    0.03660    1.03785    1.75730    4.87085    9.50546 
121   -0.06597    0.11534    2.01261    1.81191    7.01672   15.10782 
122   -0.01792    0.29107    1.58696    1.69423    7.57401    8.63400 
123   -0.11962   -0.13460    0.15733   -0.41448    4.40059    9.07116 
124    0.07821    0.55904    1.65654    0.88321    6.01089    8.28000 
125    0.03841    0.35505    1.34956    1.21641    3.42325   12.37471 
126    0.11320   -0.27763   -0.37153    1.09652   10.39763   16.00689 
127    0.03765   -0.22283   -0.10561    0.50314    2.90175    9.23273 
128   -0.03758   -0.49498   -0.48685   -0.42664    2.93853    6.54966 
129   -0.12814   -0.07621    0.45931    1.12593    5.40706    8.90195 
130    0.01109    0.19696    0.93806    1.83051    5.67173   11.72579 
131   -0.02538    1.00077    0.97276    1.53939    3.10300    6.92495 
132    0.04483    0.21360    0.95067    1.03347    5.89441   13.66818 
133   -0.03720   -0.20453   -0.24181    0.11333    6.71930   11.23658 
134    0.09272    0.31248    0.00965    0.59883    2.77168    7.89401 
135   -0.13631    0.03756    0.94677    0.73643    5.98527    9.00335 
136   -0.05406    0.08429    0.09031    1.42210    4.48387    6.65159 
137    0.08081    0.01644    0.48397    1.22867    2.88802    5.63105 
138   -0.01780   -0.06895    0.38252    1.32694    7.70485    8.78214 
139    0.02941    0.05427    1.19989    1.85691    6.21757   12.06485 
140   -0.14465   -0.52099   -0.29244   -0.10886    3.12327    8.22482 
141   -0.00719    0.24939    1.21600    2.08949    6.98052   14.83816 
142   -0.13854    0.05478    0.40092    0.54609    4.85100    6.66768 
143    0.06883    0.06105    0.69834    1.27816    6.61987   14.30999 
144    0.04157    0.61515    1.12441    1.89488    4.72401   10.70219 
145    0.13469    0.24336    1.43587    1.34040    6.32246    9.25825 
146    0.04526    0.52808   -0.00043    0.87901    8.28924   14.52538 
147   -0.09835   -0.18659    0.62177    1.61229    6.32279   11.41485 
148   -0.05097   -0.09281    0.15648    1.75904    6.31826   11.75261 
149   -0.04223   -0.07184    0.25390    0.76618    5.04506    6.01892 
150    0.08410   -0.28706    0.54534   -0.38194    2.53345    6.15625 
151    0.09335    0.55128    1.77910    2.58617    3.94683    9.35307 
152    0.00171    0.40438    1.32721    3.20527    9.69557   13.61851 
153   -0.01080   -0.15067    0.09893    0.95968    4.12956    8.95214 
154    0.08660    0.14684    0.91990    2.30906    8.05248   10.90535 
155    0.14588    0.30085    0.49580    1.52984    7.64489   11.79537 
156    0.07951    0.11484    1.59982    2.51215    4.82900   11.31569 
157    0.01262   -0.50809    0.51177    1.31936    7.07315    9.33758 
158    0.13272    0.40348    1.73941    2.83670    7.45423   17.38771 
159    0.00436    0.19028    0.87437    1.43486    5.99087   10.78141 
160   -0.05667   -0.45502    0.46001    0.96633    4.79875   10.33595 
161    0.09219    0.08713    0.25273    0.06137    0.44928    6.74210 
162   -0.07375    0.23529   -0.21046    1.39927    4.55329   10.91437 
163   -0.07011    0.36269    0.49502    1.24575    2.36594    8.48394 
164   -0.13987    0.06722    0.01006   -0.64644    1.49638   10.26613 
165   -0.07379   -0.03333   -0.30560   -0.25829    4.27731    6.53007 
166    0.06483   -0.42170   -0.30708    0.38582    5.47338   11.47269 
167   -0.00221    0.11975    0.71508    2.28167    8.31234   15.30691 
168   -0.06314   -0.47572    0.52138    0.40134    6.88518   11.91182 
169   -0.07520    0.16266    0.48064    1.25393    4.14537    7.46527 
170   -0.08772   -0.05137   -0.63567   -1.14565    2.53046    7.57357 
171    0.11125   -0.27413    0.41664    1.88701    7.08331   11.84183 
172    0.09760    0.18686    0.31199    0.89959    7.94008   12.82319 
173    0.13736    0.29771    1.10146    1.65262    5.78968   13.32430 
174    0.07830    0.15530    0.44327    0.56645    6.45698   10.30600 
175   -0.03823    0.40924    1.15152    2.11943    8.61395   15.21136 
176    0.10125    0.19601    0.72479    0.65396    4.61418   10.50314 
177   -0.07574    0.15035    0.85271    1.72680    5.75137    7.84041 
178    0.14893    0.26425    1.08230    0.28449    2.78464    8.39529 
179   -0.01815    0.45514    1.54171    2.16544    8.51782   15.76196 
180    0.05003    0.38437    0.51767    0.29808    1.53012    4.55489 
181    0.01531   -0.07366    0.32375    1.60393    4.07329    9.31224 
182    0.07942   -0.07976    0.62355    0.92343    7.36981   11.02285 
183    0.16224    0.04935    0.20313    1.11309    3.73297    8.64747 
184    0.06684    0.42044    0.92135    1.75567    8.31375   13.06375 
185   -0.02606   -0.55556   -0.33833    0.13657    6.49893   11.19632 
186    0.02589    0.08302    0.58492    0.86910    2.01676   10.36239 
187   -0.14318   -0.12208    0.65984    0.70287    3.63873    8.19341 
188    0.07863    0.38683    0.84000    1.59684    4.68577    8.14935 
189    0.09500    0.00779   -0.22340    0.14181    4.10011    9.28607 
190   -0.07756    0.04727   -0.63327   -0.90523    3.54145   10.08099 
191   -0.08144   -0.16197    0.09329    1.06564    7.27469   13.94219 
192   -0.05669    0.11947    1.07030    1.72528    4.51696    8.11850 
193    0.03040    0.11726    0.77109    1.49234    6.28421    8.01469 
194    0.12503   -0.20777    0.13132   -0.20785    2.96974    8.15852 
195   -0.03464    0.02983    0.81864    1.52975    5.45789   10.74267 
196   -0.06230   -0.06416    0.23735    0.38612    2.89751    8.17975 
197    0.01414   -0.01845   -0.00964    2.63229    3.41328    7.40744 
198   -0.05711    0.37998    0.44368   -0.58627    4.24018    8.51230 
199   -0.05591    0.56623    1.64344    1.83484    8.55901   11.99699 
